NU_INSCRICAO,NU_NOTA_MT
89d9dc4d9de06f2d0cdd4dba2997b09cb094f084,38.1507
75b7f61b22b17fdcc865fe1a75238f4090f25d7d,487.7015
92d49b237a1812dc06948114e9d1ed2ef1b46768,613.5662
7a48ae2165b2829894c952ab60838a7af20168e0,476.0783
1ad51bbf7c21c610b0ac548d521f32e674fb524f,484.7734
c7eac1d3a958cdf037b5ba6b40091feddd854f11,-17.8256
835ce6032947fb96ecde73b33b6caf66ae4e556d,496.9624
0d5812d99dfb4e0ed04dfd964ecaadc8ac088468,477.6987
425f9cc3da2ba9f7456741f422840246688bbda8,375.0776
b6e88ccc0391dece267c4d9b48c44490903b46b4,443.1141
d7629981932ce24db6a7b5b517fb45a596617b38,544.0777
310c3f8dd45384575fa7e50214be3bdef8544d34,579.5975
53d44c22cf452cc8853c229cf25fa07a2abf1f28,420.2456
13eccb901c037133fe76ecbbed58904572ff2775,476.8502
d17a26497cbda25c25835ce0b4aa419ed30f2a78,-5.6755
89504f44cdc890073b19be26e62574c50615536d,27.6172
abc18711518dabe7e3a5b7baa7de479630772981,548.6756
475716bd9be22aabc54e6b6ef5958519b2416786,384.5376
11c7926b1b620266e2bc1fb8eaa0197f3f9bf9ac,463.0932
86c838eb84d6b2b11398ebf5a2e4702e1abac79d,408.4444
e6d95d1352ec259fc7e96050ceda73ac60f23e4a,-7.2779
cfacab7dac22d85fa964377ea32b4be78a3b648e,509.5024
fed57b217d41195d999e8bce552d49eb76f59688,-14.5227
dafda14a14ae17b06457a9c751ca709641fa2a43,501.9677
e254342fabb9a77fb9d3e975a61a3e30928adfda,566.0002
2a099b53c306338d95920b9ea1d7a786ecd29137,-19.5048
ab26f24b43b865caeb74cfe83bc887b3af2fedd9,12.8087
2983370b79c09bf78418e4335e0884bb926a5fb0,466.627
0807d301b8c5484c9bace1f909f1e76b8656c91e,545.436
4816f04ccbaa1e4b65de8f216a428e1a35cec252,429.1103
00ad5d5600298c70d3a4511ef2e84a483bb22c86,415.5552
7b807ff1f62f5e196af28f0b495c359dccba903e,449.1022
3827e819a620d8f9a085c22cea412b1865aed0c7,452.6599
8f8c6bc5499c24cda37005caa310b7207d7801ed,563.4033
5d26e9941bde49a3523668999ea53f4cd6d7c9e6,424.0676
da2d48a8443b76c28d3073a76005e912d2e152b4,547.0656
3e5fa0fda2258366ec6de455735875bd7a86e30a,437.2529
9d8fbcca019a71a67c870dce2de462a019da9c69,520.6926
3dfe82e880147acb09c7170075a65b923c53b6d0,480.1842
c6b1200a3cda2550da02561106d01d043db73a44,387.376
9c68cce8a9ff170ce8fdd6e30c4b48de0dd1d6c8,-4.8718
17a85e2166e19b1993126fbff01206beae738a06,657.2645
ca61f22d18a2a12d4b334bc0886508a65fd06cf8,430.658
9f9fc65511e3191de84d8ee129a1e499bfaeadd0,491.698
14fd5065cb7cd8bb434afc81af8d05d7b92a216c,8.8119
c28e871925f763bd88d85acdaccc17c85f21835a,-16.7036
0ebc697a57f14982a84f3eec580484644f6c000a,514.7685
bd507a7d96c89d9e0991798a6f9e7e452c5570ad,469.1812
d74bea2e5f86bd313b6bb7907a82b740c6f18e1e,473.0974
446ced3e5fde8d61781304cb4e9e9fe131628a50,584.9769
8e02a8d2104547a599667b38312691bd19b3bb05,457.8579
e490a4b077b1d2750db453b48f6ad43a55cbedcb,591.9391
e4c9df4005db1531039b317e86eaaeac4b06c4fe,569.799
85873d5f8b0edad63b2d5be9ddabc89dd2ddd1c0,418.316
281fdf12804aeed37efddf06d2f156149fa25757,546.5584
b0bd0c8160b84d218958b30bfa84d36ae2eecc1d,579.9088
87fdb4510def669e4fa6434518d67d253058d250,469.3814
e1e7281374350c1d8823d83d22a4f29aafada269,497.1705
9cb8f42151a04431bca0fe29f4f8b9474ac6173c,483.622
6769b690480fee480998f11ab1791b1ac6ea398f,530.3005
1e2bdf3db4cfe8a735053ac6fc31928cfe675822,612.6932
ef0b14ee71e890ac849c112effd0da453baa737a,3.1387
2c1318677c2f31dbcacb31e0645576ead8f10e36,15.4163
ba2f1709027e9bf363be7f6de512132f7d4af757,494.2609
024cdddafe69a9ecc38a160d9ba4c297650d4baf,-23.4581
0282178843e3c4cda6f4396d0f77ddf4dd5cf8ca,421.7993
f92b5beeaaf6d7050f6e3fa08c3841093461c99e,7.9325
6e91321e228d6d4dd87f9730a6551d72b33931ee,407.5063
1e48758bf7f8af48969afa1e56ffee66f92f41d2,481.5556
78ce05c90219380972197a06065cfb5a684f8b86,491.7065
39aad74d8e9084f2facfccae4199d91c62db98c4,6.7293
d1937748cc2c90942de393c34c2255137c803eb2,505.5697
c133dc2945c16fb60ae37db0bc7743959f3da3d8,387.8079
83fa6da48f33782c6dcc3ff3a64a94022221df13,365.3092
d26a47079931199956f0b05bd3dcae4a0273459d,402.4525
9cc4861e6d7a0a86caed8d7b063635cc90133b5a,18.0049
d302df44c6e15373315852331ebd3b6dbbb4f2cc,618.2472
7c75c93b5545fdd9e5beb09c956a693548424643,421.5811
85850927c26adce658c878c72674532ff1355a0a,469.6405
d1244777ca02ba8c470c11d07fd4d1f1aeef2841,467.8965
ffbae0ca9e948254b873fc862b12fe39957058e3,461.0464
35338f06701599600faa271b375044621238af07,13.4043
d44b87fb81b1c525b44b845d8f4311b137a7ca55,3.172
b96064b65630b4832f20c47ce3b7ed5f9be9a052,482.7384
f15ba67882369b617b42295b716c82d8e5af5c70,626.482
4231b98f39f34149443bd70a4ccef54336a925b1,576.4557
f35249833d1bebb70b5fa6345904cb0e3f222600,629.939
407d69d21909f9944c6ae17a2a3266993b2a5846,533.7163
5eb3d9141dea67e92d64e4de349dbc84f7e4daad,-7.1156
e4af0fe1eece28c3316bdb5f7859e0555d816adb,541.901
01ece8c37e9e349da24020b3a914426b212bf893,551.3568
e2340afbf8f44e672546d21c55a7f16918540ae5,550.9797
b2e5a9e7f53f8f9a8078a5bee7ec6a981a95856a,483.8054
fa6c1cf41ff915d405e1f65f10f564a117baba9d,502.874
95b67d2b35b0e9d32ffa518017824bb909f823ff,597.5861
601bc46879ceda8acc99c9e024bcf5ae418bed93,-21.3095
038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,567.8081
8b7d82c481a6ed4a1c5d0ca8012da250be2f0d6d,437.4894
238f25431ccbb438872d987652ccf5bc75c0de28,-18.0865
e764e0c5d6420b20733cd195050ece92813088a8,476.0432
5885904584fd96c4b81b1c7dba12d3069f1279e7,471.3407
f3d828523fb53b206d38e0d6c383dcb8386fff06,478.1272
129760f8a10b98f61fc894a2643cae4cfb0bb4e2,453.142
d93f82953b232e32f09c49980023a6dd5190f82e,400.1163
ebb32cf7d8b122a5dabd41723d31d834147b0944,432.6779
26451da54b7c50dd68a91b78480fae246c5c9533,33.5657
7ede2e4d7b38337e9819adbcd29f493efaf1422f,461.1094
b9e4381ea0e72ecc8e3151c5aa12a1eeb6f71ff3,428.9467
27d03b6f1128b3834d6da1fbab4fdb51f29528a1,3.3226
4c655a6be04f11039d8691c84f32a127aa31302b,453.8048
9b11807d3cd299ae7c4673b996efde237367869f,466.2899
29fafe8bae98f668dd51b9f8be530d27463d1028,2.0765
e8f1b07f87537cb6dfa1ad1427023dc333615908,449.0351
36aebe2504c407fae6a55dd78b6088606650b14e,6.9713
32d60cd95e9dabae2aed8f052195d6eed8703ed1,-5.9386
6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,643.3355
ef18490c7eb36b305d531c27369096537d08755f,423.6327
c69a7ad481dacbef32e5b399675ec26c653c0983,461.2156
cf762d282e71afd27f192bfecbea9deecf0e48dd,402.1322
8da0e8a66b166af3fbcc90b8a3648dc4ce30ca66,493.9883
f97331e59feafd161d011018f9c74fba1fae199f,540.1436
58aa87c8d62f7e274075e201f0321699b63a2449,463.4936
2aeae4cb7ff22ac771309a15f6bb72cbf71663e8,30.0157
22a5b471349d6a7f6481f7e41e759d42d700f321,5.9791
c098d4843d7e2c6f092659d6c7e856561e1bf965,460.1504
69b82b274c4e45630e076443ad0f92022d55f561,524.3708
88c09b0e47df70ac2a800ee9356c07c149e47965,511.2205
c0f03ca18e52b127c3c65c66ca3e9ee8338066a9,479.2073
130552305b1d235736ead954f3a39a31a5e26a85,474.6846
4568958f97d91d411e056f26e468826db0f65252,125.7343
cbf871506b2a8d2a250a613b163fd36613967987,2.6855
38a2d03c567e15017340fc668151031745829f6f,394.7048
6ae74b2f1e84cea7bf8f3cae68aa0233fcf0d064,547.3423
f34367830fcea24bed44531a21723c743aa23388,409.6141
898940208d1a3c6a9ea725ea81f70d9b19de9d6d,-10.8324
2947711097206170cb5cfcad8b3264e7d46cf84b,534.9813
e62a7ba6f2a93d3ad7f8762b64b4637d687fc2f8,389.0543
4236bab9aa4fda581822d73b2673e18173259236,544.1822
8b74ecf4de459564720217586afd122cdd9a8dc7,379.9021
3159104a8cb51f88391d02e5679c7b8164e3cf3c,419.1286
b7e095ed890bd1d17a60cf3a9b09d66412ef838d,-12.6519
ea71616417d91e7c2de90e3cc7e429379b8cf720,531.5069
b88b2ecdda851269372c7abd185d062a7e6d2c06,527.1793
9c73e772e63092cb448869f90d7a2239dded321b,-16.4429
6a0719a5fb508494cab0f47bdd2f92e2d5d0572b,390.9714
98aa4c1c55ff040e12b69753c3dd1b04875ef742,-11.2663
c48349804ad466de8b8c6b8e32897f1f45e9c3dc,10.6494
d945f52c48de4820b70d2ff189e79d3533d6ad19,458.59
8fe2c10948fd33bdc81b52c706b0ff35eb98363e,534.1031
52feee56c52b89353482d8ff79596da74721397d,466.0808
4e18ab8ae4fd83938f5494798f508d5367cac2d2,421.9527
7730709b7ca12db00680265a9cc539d8aa1fc514,22.722
8cd4a434960e502f24fc78dc6dec07b6f334b4b5,440.3454
a39c1a2900822cc809183f0ca9a5a5fb7b3ce78e,429.6507
54ff102165b4e93fac3b1f5da7f71819da23748e,415.8698
d4b5ef6763f16e3d4ed198c2fc6b08e7b7a4b813,411.5822
2d5560d6dbef33600be60952b3aca292c59ea7b0,449.4584
980beb6549cdfb6c50c021ebac3193ab8a767283,420.5216
49ce40d232d573f1b4c2dedaf7d62b51a41f376a,372.9349
976c956801b752be72d06bf859a82f6f8d81f125,471.4451
d623c0a31c3bed84a4bb48d84e71fd2680276aba,6.8877
18f200b076c037a10fa275ac170a70490f5dfbb2,435.2136
42d7da47303db95ea24874a9982c45e9154fe14b,-16.1447
3eafd7a24678d09e9e32a45cfadd28505e3868dc,53.8678
cee30066639835f12782e9590849ca897ac1b171,599.7893
18130c488765f063eceb9fedfe87e7cdf2fbdb0d,527.3458
0181d96df3733bc40c221a488d453f150d34d829,505.2464
c9d8c520f64aa59e3b241482268d5071698514b7,460.618
e4429cb4643af3638695f52912a9594f6bb5254a,507.8387
02b349161484b5bdda3e5de7767518da1ef52564,10.0202
31b7a6f4a7402a43e668a2c7ced72e1a14bc1d79,545.2451
23aa1ab1064be4febd0b0e54f239176bac13d4a2,541.8649
813c8241c45c9baf7cc1ecae80a0690059c3d99f,547.6089
27ab51f4028992f4d54134a73a8bf348d9d8474a,446.5317
e3243dd90fbcd04e7d365b99f8dc3ff3ea632333,463.5916
4b213cf1f92a34b91d49d99d859efe8a2914694d,506.1149
63393ce3741aba030985130fbdc82348bc5c964a,522.6351
a0844cd384bb27f263b50028a152e1aea6f3041b,475.3851
606410be41322d2521a4eb5a9ec1eace4c3f7ee1,-10.5581
175d6355ba4120e9f46ef8095cd0a6e3efaef2a0,460.6011
05bed747735a3b719cf869424f7a86c902bea946,31.9807
d0acd5258d606e92178448427c5c8b15ab1b4fc8,590.1057
f0676bdaa1b75a4bd3cfa8f4cd592b7dc9b67028,12.9679
97b06064bbe6f8ef5c82aad4c36edd13027bd276,495.9275
f797a3d3f9d36a2e6aa58777fda7860cbb5d45ef,403.8923
fbfe3b211d65b0c8b380d11a3922eafd0a5577c5,7.0778
51e6eb7de613c8b30620286f5c0f462e81001120,415.5562
dbe6f4d0215f8d89d4b090cf67852e6b2d41f557,462.4626
72fb4a27711b359a6195f60a1ecd7e363180e008,464.1593
02b14c28322ce1f776ca1ba0ea56a9964d681fc7,423.5425
39d2bd056fe559e69df7f1ee9598823180c8f7e6,480.3928
149b7dbf924bf41b3096ea7e2479f7e8bf4723dd,540.4084
449e100c1d2dc0a74be99f3aea887ac2c80af9cc,595.2801
a619a9d3ca266f111b5d1a0a7404ac00f89453f2,497.8947
4a514b8fa6795dcd5e14ecd1c907d540244f637a,522.4462
1c4cf1dd3a08d83a4d5e05551e6768f0ac277f82,444.2438
13377ed3698676358403b48d0eda8c7ee1d6aecc,663.7771
0cc31c062cd6116dbd107ea8dcd2e65b2bf720bc,448.2049
ce766367ff6851524770c40400c6ba253659f78e,-12.0752
ec4b170cd9fec2885fdc24b4b54c2dea7433af59,472.2067
a69d75df09174f2e48c58f4de054e5aedfb3dd93,39.5611
ffd73716669770ef69fb5db55c040b4bf9ca8876,501.9523
d4348ecffd6bcf2240a87e2894b44b060871b4a8,487.2883
a0bad05324fa944b2f9f9f423b24dd4c0b8b9267,408.5007
20b0239ad3768ac025647a4114172ab3732b56cb,581.8864
e4fce8a6574ac028ae294e2df0adafbc01cf0d46,444.5862
841018c0f460b185b0203cd15e9d649e226f0177,61.9445
df2acc0d65eae18026825eea094d5860a7596d0b,620.7397
3e496cde35ea69dd40732f9173985b576e676117,73.8717
5e39822518efc205895979466db22326f89c5141,-13.7561
f84c83e72774e002b242e071238bdd0325b3d776,12.1088
450cca333151ec503717ae505d19a34e1eb101ba,437.9333
1f3bf345c9b7fd0f39936c2787837b0ad63272fb,7.9713
5f3feabb95a247d3256fa6c1937f9a3fa5ca9a00,409.0946
04a933b4c8a0c0ee3824c2d1307bb04ef7657e6b,-2.8235
a7ac1df6dd2c56c6de9223a7d79b2e9d2a0a054a,599.2046
77b19663f69d3e984be73a22a31d776e7c04c45c,430.0066
675adb56716f130faa018d3736a41be1e2a17d31,-9.4788
54da87b25a92c3b2315e1a6120398c2712416a14,413.85
33e5ac627bb4d6ee3a31129aba4cc86b83d8a0a5,463.6158
b3870fccd7e1ca99ea0fd1d38b6b13f2ca02d647,-20.481
6d0b3f38be1ec7bb211171c5c90845fca38a67ec,15.0783
48bfd5beef96980f829cc0105a9f6bdcbafc58a1,-13.6412
6583c26f055db28ad39587d7222d4bb841e8ea67,495.5671
db9fdf021693e9620c80ed9a4d414557fd6d19f5,359.4265
bdfbcecd2b9b0fb6e0ae83cfa0fe31aa8d697cae,558.9376
a16fec7d39e6888925c45547f002554482b7cdec,367.1928
dbf3c924c9e7babdc4b0be2ae7ff7fb193a14596,419.2518
422706a8f501b893c3afcf0568ed96d27e48c23e,491.0829
910beddbfd181b30cbe00ebf15707179709b2e1c,541.4336
be5ba4c4aa6628688aa6402e8d97c28ddad1681a,472.906
2ea05555158319a6deb81688815814e56eb1d0f7,-18.1322
57b58443cda566f5cf3bd4e500b8623eb9709975,543.1108
1276389d1bedd7bb0349f43ae9f1b45d7e07a900,455.9183
b4d5188a4fdd2a86d6f769578fbbecfafff742d1,1.3052
e19c44f83bbd09c6a4225663c603f66d32b8edb6,432.8203
7d792999dcf5d87104871e8f4030b7d777ebeb48,13.1661
aa800b37a8299e5ef1952ee4659c44ac0f4e3a9f,25.0366
8c000f24fa59f6853dd3934d184bed253ad81c40,503.1545
cc1018598e1fc9a11fc3e0f37b20afa3148783ba,20.2073
dadee048244caf3d6c6e6fb9fa46f047f30333a7,-32.0878
92d26d442aa39811a925e409313c2155c70bd207,444.2291
9b23673b3ccac52dcac8db1ae1e1940c04cf9f3b,557.0169
51a89fc2f4d2050bd4e14c9b57f2b866fa313b50,-14.6698
e0046f52481512ec10030f695dd3d56c14963819,549.12
4c3d0438add4c03cb81a25c5eee309226aa28053,489.9682
a6ccfd0a72c41402e21ee1249bee9555d0f6ca85,518.0611
a3907b7aea4adf9c53cbde27bffdcef60a0d04e5,27.7858
0ae9567502f385d06a8367de33e93952a2ab70c0,511.6423
69d2ddc8bdf8d604a71a2752b116907482329a27,402.1819
a1203344dc3ac6e15e54db1b21423904cdd91800,447.3196
c759ad904d22197f1cf3b5ef9e41ee1609513cea,702.4807
9c116780cc06704304d288d079076f160a17e16e,467.8325
5ec30b784da3aea81e18bf21e7892e19e48bfe8c,438.2331
29ff45ccdb3218636888020586ad0937061d5fce,531.2953
53b40f113d9d9e8d8912f8617f6dc02ce58527ea,12.0561
56de6d3b1e9154dc987213e9be4c1cd4afff4844,17.117
42e41941b2e875c39adea29e0316d4463b645bc9,609.3906
8bd03c9e28441366b398da85e8cc788bf1cae5e6,427.7176
3ace49b9611aa1c405b2c02d2a901e6b444a7b01,455.4016
c5a416e9d46068859aa2aba316db0653b8bfe95d,421.939
79241e179af88eebfc54cb143d00a31f32dc1543,400.1095
08388faaa66a1114f5c9f268f91604a87c53bc1c,418.3865
c5b5e075d4bfb13fb80a3220ff735a47c3064e96,-16.6372
755163a5846bc975b2f56d173b8d007274af14e9,454.1138
9dc8176b2b435cdabef75b6bdba80010da32bdac,464.9048
db58077a6d9064040df91d4c211f102003d2e1e2,472.9241
ae74666fdb53a31eabb98ff1f8be09c01d3c90d9,536.8434
16397992b0106ec27c19b528b0e054cd177ebc22,573.0204
ac31ca75101445def2cf48e297b8928655378167,435.1848
278fefb75892bd65c121cf6c61ee1a4b78cf7929,-21.5561
8fe81ee79ae22a3b9cd83a833861e0970c565c29,432.8742
2cbb5a6a737fe9b8cd65c28132dc0f62a7c9f932,567.6946
172c3201202c7da0b9a8233e72fde6d0c6f8d388,436.441
798aa833377b56d48abf3216c1b5a631c3149322,450.5093
1e640126b34faff7accbcc0682260a5ab9476f66,9.2027
ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,610.9176
5bc8c472a9d28a0d0f92c9f46470258394d7e363,427.3251
826b79288e1f91a3e15010d40bef197c37340b69,467.4414
6c6b6f825e9bca4c092d2e3dabe056ec8300d921,568.9022
1653a4b2843735e9649b54a57c6146d3c8c2a5a4,535.6698
f77d32cb03e2d5c6607c3169151b8b24ba11cd14,387.1559
fcd382593b2bba0637f03548f6a0d7da6835f51a,491.9631
de5a01f34e0029656f45f0f7c29d71f9a2d7be97,600.2935
a7cc1691397eb337db3ab74d7f15d2682ce98f99,-9.3323
a23b332bafcca06eb8cefda864c756f5791de732,547.5134
ff298bf688bde9db13791da42e91b7d40a02bd0a,529.2231
0d46f75ddcee3b4587305b7316f53d3a3c149bdf,532.3274
ddd777e1831b4503bf1ab99610fd57852b52b2c1,431.7252
19e929094c9125d910057a57e7f5848a0664b815,411.1987
c3b3a42edbd7966a308858e9c60a0f5699280255,560.7552
69029c08cd046608078c004179d57137c7bc9789,483.1195
06f46db734fb75f5a610d28c37b830c2c0c193c2,490.2315
420e2c2feb6b050c91b9badff729fa95cdc9cd73,622.3367
c145f2fc6dc2a3d238e440be5eeacb9225a12e88,542.6597
296c589f825e518bf2656d32ca54043e9642b5e5,486.3211
5a02e1ababe03db1aafe9fa1176e0b8d42ada72c,479.6704
69bb73b125a392aa8bcdb97ccb824827a83f02a6,528.7502
41b5f19354c8262b799b2d6fd433f5f056d64c21,381.8651
179e4eb03317a216cce73131c1fe32df6d7affc7,413.262
683d4874912f09abdb539e4d53f4c466a7b22bec,449.076
2d6ee8009d8d740b82fc986536a6046cc07a0547,-18.9093
cf05f39e6be2a1f1fb1eaa48a1e1f199bd62ffb8,444.9763
1e198a957380b99a5522bb8ccd848c77cab55cd4,442.1166
65116120167f20ec93fb8a852a2ae24c6ea83e3b,470.438
c6cc92d5343c2833343ca95870de90ab97e954ff,525.3806
851f227e847b2fa8e19b9f120d42897c27c8569d,6.8269
9b413c2c7b2222d50e112d2ff513eb8becef359c,419.231
b133590aa5255266e53a7e5cc9ff98c7ecba5b07,554.0552
c389d7fe6b068ae69d9e18e860116bf3e83729f5,443.9125
04b6d3386f2ff30822cea94b2335647b08634f69,414.1472
1ab970adf4511759f8696ed663087edacc27afbc,74.342
122a1a72a6a33b5d34af8c204b089e6eb3a6ffc7,450.7098
f79f9d53534914cc05e3b69b442befc8747d39e5,522.3712
b9dca5370778c64f1743eab56bcff742b312866a,477.4468
f5a8f5810316ca0e32f1891b295b2ff52855031e,487.2409
467224cc802895d7c56ddade42b895a4f9feb351,507.1523
ecc35aaab26f1e81337edcca3215aeee255fb4a8,418.9441
3a1145582896288ce470f8e6e6ccfc8c4d5f7dc6,486.6965
5d6b378efe9bee999365f7e7f2baef121d802554,441.9267
e559b0224c70c5f6375cab74919eda3157a95fa3,374.2321
e08934a95a0424ab45b35196cfc130079047bbb0,-18.8618
bc44f7f52c8e06d0de82f9c039b9da38d1b3a76d,472.9683
e9d39ade4112655fdf26965da153d02dd6a97b69,-18.3855
942dc483fcd8124d7fcf466f510d86ad29f15e15,21.0442
3450b511f871652abae2d58183296f0e72276a87,415.4709
ac622d213a881f9eafabd518aeb3aaa5b45db706,459.5449
3edb63618d5cc43193bab8193e35a631410fd76c,0.3388
a43be57516977c471b76b5b4189d4cd1167b5d11,-10.1101
3e560c1c260b4313ad253f31c77cc6737f3778a1,381.9595
8252119c0397e283807d1ea96789b09a95ed70d8,5.8578
cc8c985befebe7bb7783571e9b77943fe08ba612,395.1006
828c1553914afa3fa85435ae1acdcf8d125dd969,498.9312
301cc8580119bd31cc5049ce7de3950bf7359f53,399.751
e35c8e0bf8466bad9e5a55d141e58928729468fd,400.4965
bce711a004527400034e68bfc44f549f24d23904,489.034
14cf801dea9ed60d04697cc3f18dfda874a49e1a,11.3563
220a172bcb4c4c592469dbfe28e6bcf29cb4ddbb,470.4822
bba61862a0d5e374946866314eef256b08869072,415.8535
9834c1fe9a6e135008415863a86272af15f872ba,430.8168
8f751f14b74f7a5583bfaf744c90299d3b02f60f,448.974
46bcc20269811392c1dd18d0b446fa85aa6bc02f,-3.0768
6798578a55f6837578efc13df75af7044f25fc83,551.995
296d043c4cf92f5472007f8d2b26aef6ff465cc8,445.3605
a14a44ed88d9356f9c732a2bac09796b2142cc14,599.128
72476117cd53a73c2173cf5ac81e4def90f96ee6,487.1985
a448ecf06c50bac45592d241cfcffe8c91778336,573.1197
c277a60e771011de2be776c1079af2116f7f7cc7,560.3288
6417b48130cec022d06033bd008866e3224b99bf,454.6356
d0ae824a3c12796d5707fef22708b1c8d4659176,371.7358
0d82cdb31205110637841bfa1bc54356f610b359,445.1478
523161b8f9d3a07af0ef0f9faff9ac24ed6a3c72,-3.802
706cc284dab3051ced52adeb62818c7bd0ac42f2,437.4755
16bbfb1023120278eea074c72053e5cb81504fe8,434.7005
c88ee0a25d42440c7b586513c62fbf3376851c8f,-16.8734
dfd4c2302f9c0925421d2439c964aeac081a9adf,352.0716
1de35a53324e9ea51063f098dc18d615ae2bd66b,17.4968
f294190285c04b1d4c5116eb0f3bfee2d4171110,494.2138
c2fafee12060b2f506d4a62ac9c85eac28ca702b,-16.1818
555f23ecb19709bbc92ff4f0d2b987306c1416fa,397.8052
021d0f62e28803aef8c35bc0e4313b4ecf1d2981,23.9217
8d1967edeeea7561710452a89b98f1baffc32a6a,432.8132
a9c9859c7bc1fff2cf8e1cb92db9325a207fbb0b,-11.96
a04d8a60ddffbec04f7951e77d84f570b689cc32,494.8895
859c3c94d0bc245c26422abb7f289331ef084797,596.4922
30dd1124ec542e7bcbcabd2b18577f823db9a4c5,555.3566
18b4a466301d3ae63a0a2f84734fa1e69774b180,420.346
5248eefa83d58fc32e6cba6e47cd80ccb3b0b64b,409.9228
590de397312d2abf63ccd52fb8f46fa720b4284c,536.0137
b4e1261b410cf336bdbdffa6991b5fa5664704b4,541.9249
d7d56239210cbf51b63fee7fc33f93d7ab5fdf4c,482.9834
55d252dc2cd12eeb11859aa80654cbb2caed2c88,461.0096
2a39d36af99267f5f03a6f4e35cc252146201fef,8.2792
e5556fe7aa9fe6d85e337467a00fac61f9df2460,43.7192
e84cd2e6149416241129c24b20ae6e3cca3bb521,422.5848
b7768c154de5b67a043e4b97c2b0f82d06830f71,523.0937
77328cba4cf800777d4469e48a0cc95fa1f09d4b,470.2709
48567b1c49438b0b24e7e338372e08c6b9f09818,451.7371
da93c07fa0a9d683b5d744b341888cc489ebef1d,446.4324
6a65b52fdf5b7096d9730d7e32a2360912651ba2,65.1126
ce797b2fb63028a78edaaf59c5ba09fa4fc5a0a0,420.6708
9c613b956fdd251bda7a8ac21441f5fe67d7f357,451.2264
bccb0499823ac2e475e7f3ccd36b8e9214bb2f0d,409.1141
1b1326bdd1998fe5c1b7e6071e6b0f9881af6319,4.3647
09c63fa60a00172475617c0c671b9cc60f149dcf,480.3502
e5bb65ebf3a09635c7d3ea32f93abc45e54e83b9,457.5848
ec2bd1d568a708cdb28d059820416bdda79557dc,431.763
fc7bb22ee547c81f2de75c284984a67db00f2322,500.5632
87e42e3f1e79c11b9bec6826b4f814304531478b,428.9243
208b03e228c504e12e4c700aac9495b94b4c7407,610.0981
2e2c64e5e2c9a9679560b233d2ad216ace93f660,485.7315
8b5ca68dd135ace09567ed5d50baf0b2903df1a5,579.3957
1c28248e98845afca1865c459314249feea999b0,-14.3588
493e19b41cfe9968dd0eaba1868bef1b3d84defc,502.752
bf431548e10941ab81b1a34f92f1cfb01950fd62,465.7529
a91404916fdccca1894af4edbea7666901f6252c,590.7051
95ad9e51dad8e089af0b0d39c0419064ca0a2840,-20.0012
940358b0bbccb29c1d2a79529b2172c43da6cf7b,452.9606
947c15e258fbe04cbe9e6beffd2c8a16b959d781,466.8563
293bebfab8bc0f1981e06f74729451ad261c408f,505.2621
21811108f3f9679121c19ea24f253687e2fcdb2d,628.7834
d71ea9e82f6b226de3a80c0a6852af12f98cafdd,396.8961
e5099c2b9af1492528206c5324fc629b53d39b8e,451.8901
db83eecf9ea6d34183bdfbbd3a294239d209998f,450.0754
4293ce669b29af8502f54e8c681f35ada3faa9e5,378.7248
31ff07e2747bafb95752566b0f5a64b922882904,436.921
fa69a477c4c6483c3bfbbfc691f7be572baca304,552.8396
3b8a8d9ba1ade08724431323599b06bb8979f602,455.4023
387e9fa8f1278ffb136f52b79a2ebb4eab6d2c48,405.9228
8332264f63ce9bf729b5897f54db6beb4f76178c,407.9157
a1c13ff1a61acf8973a1cae595c7ba855d4f85f6,613.2726
2956c2d286a5003ab466c521de37dd1d9c56b138,526.7091
3550059bd7e1cea2b1ca8f4c26b97ed6e17372a1,420.0883
9da399adb6dbe6f539fe289790b7c7a97f77ba68,512.0224
a644cb43c16195db2b590b4b3acbe78beb00a757,521.0235
db6aeed0b0d3930b82978c8b0a9ac8182e4a98b2,438.211
e149f4e025f0dd43bc3f4486a8b51812386e8180,441.7025
dbc1235a05198e5e54bb9e455d6276ab6b3328b0,-14.191
229c208f27d32caa49c60a8961a7a0000fa35d0f,514.8135
ee4bb115f15bd578cd5b1ac2bb299fb7b0b61fbe,579.0387
db0f1ca0f0ff867b5a4300028c6e494ccaed38e8,440.6599
74d2d2e8e9565d5f6d346a3d936c49db65724286,28.1323
e5f10e690160331385f35e159ed1bc5c4200e1bf,459.9319
4852b5e9f012432260567d41bf04692c73f86f01,452.1318
428f8c0a0f3fbf198f5feaf2bf61415563853e6a,446.2182
9a9a049c1ede532731ab8dd050f076bcf3ca912f,646.162
f232120e01c15fae99266adceb47be0c3df15e08,445.616
0b10fc81f5234c7d7d3aa5d01428f1cf3fd49b37,75.4996
034b2c5829e5497540fa617cb05b4e8d38d4d4a8,487.1601
56d3ec2cb296719d257acc058f480a344bfd97bb,504.6307
e5ef9dc7f7d3b256b5b5c56eb6fe8d43d10754e2,515.9171
9eb9dd602fb470442e6bffbedf7a0d0b32ac5159,1.0206
ab8d7f1592b7bbde25eb9b818b99741432cc8252,-5.2238
542aa64a6a87d1833d09c967fc672a88643116c1,417.1471
